scenario,country_code,country_name,wacc,risk_free_rate,beta,equity_risk_premium,country_risk_premium,debt_rate,tax_rate,equity_ratio,debt_ratio,wacc_real
risky,ESP,Spain,0.11408250000000002,0.035,2.65625,0.065,0.0213,0.05,0.25,0.4,0.6,0.09223774509803939
risky,LKA,Sri Lanka,0.17043000000000003,0.035,2.675,0.065,0.1602,0.05,0.24,0.4,0.6,0.14748039215686282
risky,SXM,St. Maarten,0.11886262500000001,0.035,2.5900625,0.065,0.04019999999999999,0.05,0.2853,0.4,0.6,0.09692414215686274
risky,VCT,St. Vincent  & the Grenadines,0.13750262500000002,0.035,2.5900625,0.065,0.0868,0.05,0.2853,0.4,0.6,0.11519865196078438
risky,SDN,Sudan,0.19714262500000002,0.035,2.5900625,0.065,0.2359,0.05,0.2853,0.4,0.6,0.17366924019607843
risky,SUR,Suriname,0.13694,0.035,2.45,0.065,0.1001,0.05,0.36,0.4,0.6,0.11464705882352955
risky,SWZ,Swaziland,0.13295375,0.035,2.609375,0.065,0.07339999999999999,0.05,0.275,0.4,0.6,0.11073897058823534
risky,SWE,Sweden,0.1090275,0.035,2.7387499999999996,0.065,0.0,0.05,0.20600000000000002,0.4,0.6,0.08728186274509797
risky,CHE,Switzerland,0.1137525,0.035,2.8512499999999994,0.065,0.0,0.05,0.146,0.4,0.6,0.09191421568627445
risky,SYR,Syria,0.2081125,0.035,2.8512499999999994,0.065,0.2359,0.05,0.146,0.4,0.6,0.18442401960784305
risky,TWN,Taiwan,0.11270000000000002,0.035,2.75,0.065,0.008,0.05,0.2,0.4,0.6,0.09088235294117641
risky,TJK,Tajikistan,0.145795,0.035,2.7875,0.065,0.0868,0.05,0.18,0.4,0.6,0.12332843137254912
risky,TZA,Tanzania,0.125665,0.035,2.5625,0.065,0.0601,0.05,0.3,0.4,0.6,0.10359313725490193
risky,THA,Thailand,0.11802000000000003,0.035,2.75,0.065,0.0213,0.05,0.2,0.4,0.6,0.09609803921568627
risky,TGO,Togo,0.13881775000000002,0.035,2.6213750000000005,0.065,0.0868,0.05,0.2686,0.4,0.6,0.11648799019607847
risky,TTO,Trinidad  &' Tobago,0.117705,0.035,2.5625,0.065,0.04019999999999999,0.05,0.3,0.4,0.6,0.09578921568627452
risky,TUN,Tunisia,0.16151749999999998,0.035,2.84375,0.065,0.1202,0.05,0.15,0.4,0.6,0.13874264705882355
risky,TUR,Turkey,0.1296025,0.035,2.65625,0.065,0.0601,0.05,0.25,0.4,0.6,0.10745343137254904
risky,TCA,Turks &  Caicos Islands,0.13377,0.035,3.125,0.065,0.0213,0.05,0.0,0.4,0.6,0.11153921568627445
risky,UGA,Uganda,0.13634500000000002,0.035,2.5625,0.065,0.0868,0.05,0.3,0.4,0.6,0.11406372549019594
risky,UKR,Ukraine,0.175155,0.035,2.7875,0.065,0.1602,0.05,0.18,0.4,0.6,0.15211274509803907
risky,ARE,United Arab  Emirates,0.10820250000000002,0.035,2.65625,0.065,0.0066,0.05,0.25,0.4,0.6,0.08647303921568628
risky,GBR,United Kingdom,0.10876250000000003,0.035,2.65625,0.065,0.008,0.05,0.25,0.4,0.6,0.08702205882352954
risky,USA,United States,0.10556250000000002,0.035,2.65625,0.065,0.0,0.05,0.25,0.4,0.6,0.08388480392156872
risky,URY,Uruguay,0.11408250000000002,0.035,2.65625,0.065,0.0213,0.05,0.25,0.4,0.6,0.09223774509803939
risky,UZB,Uzbekistan,0.1326375,0.035,2.84375,0.065,0.048,0.05,0.15,0.4,0.6,0.11042892156862738
risky,VEN,Venezuela,0.192835,0.035,2.4875,0.065,0.2359,0.05,0.34,0.4,0.6,0.16944607843137272
risky,VNM,Vietnam,0.12558,0.035,2.75,0.065,0.04019999999999999,0.05,0.2,0.4,0.6,0.10350980392156872
risky,YEM,Yemen,0.17358,0.035,2.75,0.065,0.1602,0.05,0.2,0.4,0.6,0.15056862745098054
risky,ZMB,Zambia,0.1457675,0.035,2.46875,0.065,0.1202,0.05,0.35,0.4,0.6,0.12330147058823537
risky,ZWE,Zimbabwe,0.1457675,0.035,2.46875,0.065,0.1202,0.05,0.35,0.4,0.6,0.12330147058823537
risky,MRT,Mauritania,0.13777541666666668,0.035,2.596875,0.065,0.08676666666666666,0.05000000000000001,0.2816666666666667,0.4000000000000001,0.6,0.11546609477124181
